place_id,place_name,latitude,longitude,address,zip_code
ChIJbXaufp8tDogRtfNOddqDnfQ,la parada en pilsen,41.85386830200632,-87.67821915483191,2059 w 21st st ,60608
ChIJUyvwyGMsDogRNY75VYWxRPw,three happiness restaurant,41.85273605598148,-87.63244396717785,209 w cermak rd ,60616
ChIJHYTfjjIuDogRnpJrcrRaxcQ,garifuna flava caribbean restaurant,41.88418750712781,-87.64111966683218,131 n clinton st ,60661
ChIJi8sGskMyDogREUQ7cQWiFvo,las tres campanitas ,41.858108117470714,-87.65330213444427,1044 w 18th st ,60608
ChIJeytlcvd0XUARIVpIeNi_Olo,butterfly,41.890984177867686,-87.65612123223337,1139-1143 w grand ave ,60642
ChIJnzsggu4vDogRyp98XfS9f1c,mcdonald's ,41.75093165729936,-87.68301753189527,7832 s western ave ,60620
ChIJD4eO8nsyDogRG9c-5Wd7rLw,paleteria azteca ,41.85167565466277,-87.70369582116497,3119 w cermak rd ,60623
ChIJYWepgWbSD4gRvh_a4P0XD9g,nohea cafe,41.88167302226169,-87.66030287992851,1312 w madison ,60607
ChIJrzvfP3LOD4gREJUkcinPcxM,north garden,41.97319805257552,-87.65524806242914,1007 w argyle st ,60640
ChIJ94ArIvTPD4gRKAMsXGkAT0o,hfc & shawarma grill,41.995232762823456,-87.69970637634346,6242-6244 n california ave ,60659
ChIJzUvKd1LTD4gRySzTf-W6UZY,big shoulders coffee,41.89835536969236,-87.62839232734267,858 n state st ,60610
ChIJEzrY1x7TD4gRq2h-g2nxYmI,dip and sip donuts,41.94323578759693,-87.6855835527571,2256 w roscoe st ,60618
ChIJW6q4XZksDogRep-DJpWxc3w,niu b,41.87077548860578,-87.62429270294257,888 s michigan ave ,60605
ChIJLRJ0bbUsDogR0bp0UJMmZBQ,brunch,41.893839614475326,-87.63724781581695,343 w erie st ,60654
ChIJH4aefFLTD4gRlVOKbTbrC08,the little beet table,41.8979865852922,-87.62808839759519,845-847 n state st ,60610
ChIJvftgOrfTD4gRvzfIPHJCuNU,i hop 1229,41.95090115750804,-87.64977183818694,3760 n halsted st ,60613
ChIJj8KD_3AyDogRsqwSx3sFsXA,jade palace,41.84483539012294,-87.70489988979249,2551 s kedzie ave ,60623
ChIJVXgq8avTD4gRyp6Mpr7Rcig,northside kitchen,41.95425692815573,-87.67941312777954,2012 w irving  park rd ,60618
ChIJnw9GewrRD4gRH_vF-fFq1ZY,aramark @ loyola denobili,41.997908042340505,-87.6572011479441,6350 n kenmore ave ,60660
ChIJRYBezDvSD4gRE_ZS6Ab9mCE,bien me sabe venezuelan cafe & restaurant,41.96146142077134,-87.67075699851459,1637 w montrose ave ,60613
ChIJx3W_nfTTD4gRHpxLRmNe_oE,big bite sushi,41.95101642673758,-87.66882174295195,3811 n ashland ave ,60613
ChIJ7TQBkY_RD4gRQ286GefKeMk,turkish cuisine,41.99058337130486,-87.69400395517721,2546-2548 w peterson ave ,60659
ChIJMyg1b__SD4gR2e1t-wTY9pc,jp burke's patio & tap,41.93475838345002,-87.66157417310201,2913 n lincoln ave ,60657
ChIJNSyfBKssDogRK-i5oSveSTI,ivy hotel,41.8932651489868,-87.62181212015325,233 e ontario st ,60611
ChIJC6v-JvAsDogRymsuNEbCSD8,popeyes/checkers,41.90323911425938,-87.66729077419744,1555 w division st ,60642
